Date,Open,High,Low,Close,Adj Close,Volume
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,244.47450256347656,59757300
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,244.0052947998047,78709600
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,237.9058837890625,148785900
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,232.8350067138672,183534800
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,239.2051239013672,141956100
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,235.13584899902344,129941400
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,234.4411163330078,146452300
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,237.4366912841797,111601600
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,232.31166076660156,186286300
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,235.28927612304688,119956900
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,237.806640625,123715300
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,239.6833953857422,82652600
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,234.3418426513672,179521200
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,235.49673461914062,105442900
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,239.24130249023438,103529000
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,237.98709106445312,91140200
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,239.94505310058594,68890500
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,239.24130249023438,85079200
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,241.20822143554688,63405300
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,243.78875732421875,64682000
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,243.96922302246094,57303900
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,242.61582946777344,77655900
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,240.55862426757812,99953100
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,240.52249145507812,65558000
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,237.28330993652344,112885500
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,237.86978149414062,103840900
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,240.28793334960938,67731900
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,240.51348876953125,57053600
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,238.66378784179688,82182300
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,239.087890625,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,237.4818115234375,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,236.95848083496094,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,240.0261993408203,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,240.83828735351562,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,240.83828735351562,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,243.16615295410156,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,245.43992614746094,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,246.18882751464844,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,246.30615234375,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,244.60984802246094,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,245.6384735107422,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,245.43096923828125,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,244.81732177734375,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,246.6580352783203,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,245.9722900390625,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,246.6490020751953,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,246.14373779296875,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,245.5572052001953,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,242.73309326171875,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,245.9722900390625,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,244.46551513671875,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,246.8655242919922,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,248.03854370117188,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,248.21896362304688,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,250.29420471191406,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,250.26718139648438,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,251.0070343017578,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,251.3409423828125,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,251.6656951904297,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,250.86270141601562,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,251.4943084716797,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,251.1735076904297,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,250.65682983398438,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,249.69618225097656,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,250.12208557128906,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,248.5541229248047,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,249.00732421875,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,245.61761474609375,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,246.16146850585938,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,244.1221160888672,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,245.5179443359375,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,245.87142944335938,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,246.3970489501953,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,245.52696228027344,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,247.5299835205078,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,249.62364196777344,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,251.87136840820312,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,252.77764892578125,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,250.92886352539062,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,253.20367431640625,60124700
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,253.4031219482422,48216000
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,253.17645263671875,48201000
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,254.20066833496094,52315500
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,254.7353973388672,44593500
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,253.77468872070312,61412100
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,253.48464965820312,82337700
